id,name,ima_formula,groupid,entrytype_text,colour,hmin,hmax,lustre,csystem,shortcode_ima,url
51831,Hydrokenopyrochlore,"(&#9723;,Sb<sup>3+</sup>,Na)<sub>2</sub>Nb<sub>2</sub>O<sub>6</sub> &middot; H<sub>2</sub>O",3316,mineral,Tan to beige,0.0,0.0,,Isometric,Hkpcl,https://www.mindat.org/min-51831.html
51833,Ferrobobfergusonite,&#9723;Na<sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup>Al(PO<sub>4</sub>)<sub>6</sub>,53088,mineral,deep green-brown,5.0,5.0,,Monoclinic,Fbfg,https://www.mindat.org/min-51833.html
51835,Garmite,CsLiMg<sub>2</sub>(Si<sub>4</sub>O<sub>10</sub>)F<sub>2</sub>,53393,mineral,"Colorless, white in aggregates",2.5,0.0,,Monoclinic,Grm,https://www.mindat.org/min-51835.html
51837,Levantite,KCa<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)(Si<sub>2</sub>O<sub>7</sub>)(PO<sub>4</sub>),51839,mineral,,5.0,5.0,,Monoclinic,Lev,https://www.mindat.org/min-51837.html
51840,Betpakdalite-FeFe,[Fe<sup>3+</sup><sub>2</sub>(H<sub>2</sub>O)<sub>15</sub>(OH)<sub>2</sub>Fe<sup>3+</sup>(H<sub>2</sub>O)<sub>6</sub>][Mo<sub>8</sub>As<sub>2</sub>Fe<sup>3+</sup><sub>3</sub>O<sub>37</sub>],39433,mineral,,0.0,0.0,,Monoclinic,Bpd-FeFe,https://www.mindat.org/min-51840.html
51842,Schmidite,Zn(Fe<sup>3+</sup><sub>0.5</sub>Mn<sup>2+</sup><sub>0.5</sub>)<sub>2</sub>ZnFe<sup>3+</sup>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>(H<sub>2</sub>O)<sub>8</sub>,52597,mineral,"orange-brown, red, copper-red",0.0,0.0,,Orthorhombic,Smd,https://www.mindat.org/min-51842.html
51845,Sharyginite,Ca<sub>3</sub>TiFe<sub>2</sub>O<sub>8</sub>,50243,mineral,Dark brown,5.5,6.0,,Orthorhombic,Syg,https://www.mindat.org/min-51845.html
51847,Piccoliite,NaCaMn<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>O(OH),0,mineral,Black. It is transparent in thin section although very deep red coloured.,5.0,5.5,,Orthorhombic,Pcc,https://www.mindat.org/min-51847.html
51849,Dagenaisite,Zn<sub>3</sub>Te<sup>6+</sup>O<sub>6</sub>,0,mineral,"green, light greenish gray",0.0,2.0,,Monoclinic,Dag,https://www.mindat.org/min-51849.html
51949,Shenzhuangite,NiFeS<sub>2</sub>,29281,mineral,,0.0,0.0,,Tetragonal,Szh,https://www.mindat.org/min-51949.html
51951,Vanadio-pargasite,NaCa<sub>2</sub>(Mg<sub>4</sub>V)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,43429,mineral,bright green to emerald green,6.0,6.0,,Monoclinic,Vprg,https://www.mindat.org/min-51951.html
51953,Alumoedtollite,K<sub>2</sub>NaCu<sub>5</sub>AlO<sub>2</sub>(AsO<sub>4</sub>)<sub>4</sub>,0,mineral,Bronze,0.0,0.0,,Triclinic,Aedt,https://www.mindat.org/min-51953.html
51955,Kamenevite,K<sub>2</sub>TiSi<sub>3</sub>O<sub>9</sub> &middot; H<sub>2</sub>O,35552,mineral,Colorless to white in aggregates,4.0,4.0,,Orthorhombic,Kne,https://www.mindat.org/min-51955.html
51957,Ammoniovoltaite,(NH<sub>4</sub>)<sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup><sub>3</sub>Al(SO<sub>4</sub>)<sub>12</sub>(H<sub>2</sub>O)<sub>18</sub>,39382,mineral,Black,3.5,3.5,,Isometric,Avlt,https://www.mindat.org/min-51957.html
51959,Somersetite,Pb<sub>8</sub>O(OH)<sub>4</sub>(CO<sub>3</sub>)<sub>5</sub>,0,mineral,Green or white,3.0,3.0,,Hexagonal,Sse,https://www.mindat.org/min-51959.html
51961,Triazolite,NaCu<sub>2</sub>(N<sub>3</sub>C<sub>2</sub>H<sub>2</sub>)<sub>2</sub>(NH<sub>3</sub>)<sub>2</sub>Cl<sub>3</sub> &middot; 4H<sub>2</sub>O,0,mineral,Deep blue,2.0,2.0,,Orthorhombic,Tzl,https://www.mindat.org/min-51961.html
51963,Valleyite,Ca<sub>4</sub>Fe<sub>6</sub>O<sub>13</sub>,0,mineral,,0.0,0.0,,Isometric,Vly,https://www.mindat.org/min-51963.html
51965,Manganiakasakaite-(La),CaLa(Mn<sup>3+</sup>AlMn<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O(OH),46220,mineral,Dark brown,5.0,5.5,,Monoclinic,Mnak-La,https://www.mindat.org/min-51965.html
51969,Cubo-ice,H<sub>2</sub>O,0,mineral,,0.0,0.0,,Isometric,Ice-VII,https://www.mindat.org/min-51969.html
51971,Kroupaite,KPb<sub>0.5</sub>[(UO<sub>2</sub>)<sub>8</sub>O<sub>4</sub>(OH)<sub>10</sub>] &middot; 10H<sub>2</sub>O,0,mineral,Orange-yellow,2.0,2.0,,Orthorhombic,Kpa,https://www.mindat.org/min-51971.html
51973,Horákite,(Bi<sub>7</sub>O<sub>7</sub>OH)[(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>] &middot; 3.5H<sub>2</sub>O,0,mineral,Greenish-yellow to pale yellow,2.0,2.0,,Monoclinic,Hor,https://www.mindat.org/min-51973.html
51975,Zincovelesite-6N6S,"Zn<sub>3</sub>(Fe<sup>3+</sup>,Mn<sup>3+</sup>,Al,Ti)<sub>8</sub>O<sub>15</sub>(OH)",50810,mineral,Black,6.5,6.5,,Trigonal,Zcv-6N6S ,https://www.mindat.org/min-51975.html
51977,Feynmanite,Na(UO<sub>2</sub>)(SO<sub>4</sub>)(OH) &middot; 3.5H<sub>2</sub>O,0,mineral,Pale greenish yellow,2.0,2.0,,Monoclinic,Fey,https://www.mindat.org/min-51977.html
51979,Chenmingite,FeCr<sub>2</sub>O<sub>4</sub>,54112,mineral,,0.0,0.0,,Orthorhombic,Cnm,https://www.mindat.org/min-51979.html
51981,Ferriperbøeite-(Ce),(CaCe<sub>3</sub>)(Fe<sup>3+</sup>Al<sub>2</sub>Fe<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)<sub>3</sub>O(OH)<sub>2</sub>,51984,mineral,Brownish-black,6.0,7.0,,Monoclinic,Fpbø-Ce,https://www.mindat.org/min-51981.html
51985,Martinandresite,Ba<sub>2</sub>(Al<sub>4</sub>Si<sub>12</sub>O<sub>32</sub>) &middot; 10H<sub>2</sub>O,4395,mineral,"Tan, white",4.5,4.5,,Orthorhombic,Mad,https://www.mindat.org/min-51985.html
51987,Axelite,Na<sub>14</sub>Cu<sub>7</sub>(AsO<sub>4</sub>)<sub>8</sub>F<sub>2</sub>Cl<sub>2</sub>,0,mineral,Sky-blue,0.0,0.0,,Tetragonal,Axe,https://www.mindat.org/min-51987.html
52089,Strontioruizite,Sr<sub>2</sub>Mn<sup>3+</sup><sub>2</sub>Si<sub>4</sub>O<sub>11</sub>(OH)<sub>4</sub> &middot; 2H<sub>2</sub>O,52090,mineral,Brown,5.0,5.5,,Monoclinic,Srz,https://www.mindat.org/min-52089.html
52142,Gorbunovite,"CsLi<sub>2</sub>(Ti,Fe)Si<sub>4</sub>O<sub>10</sub>(F,OH,O)<sub>2</sub>",0,mineral,,0.0,0.0,,Monoclinic,Gbv,https://www.mindat.org/min-52142.html
52144,Rinkite-(Y),Na<sub>2</sub>Ca<sub>4</sub>YTi(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>OF<sub>3</sub>,39735,mineral,"Colorless, white",5.0,5.0,,Monoclinic,Rin-Y,https://www.mindat.org/min-52144.html
52146,Kalithallite,K<sub>3</sub>Tl<sup>3+</sup>Cl<sub>6</sub> &middot; 2H<sub>2</sub>O,0,mineral,"Colourless, white, pale cream, pale beige",0.0,0.0,,Tetragonal,Kth,https://www.mindat.org/min-52146.html
52148,Barwoodite,"Mn<sup>2+</sup><sub>6</sub>(Nb<sup>5+</sup>,&#9723;)<sub>2</sub>(SiO<sub>4</sub>)<sub>2</sub>(O,OH)<sub>6</sub>",52151,mineral,Brownish red,3.5,3.5,,Trigonal,Bwo,https://www.mindat.org/min-52148.html
52152,Finchite,Sr(UO<sub>2</sub>)<sub>2</sub>(V<sub>2</sub>O<sub>8</sub>) &middot; 5H<sub>2</sub>O,46858,mineral,golden yellow,2.0,2.0,,Orthorhombic,Fin,https://www.mindat.org/min-52152.html
52154,Maohokite,MgFe<sub>2</sub>O<sub>4</sub>,0,mineral,,0.0,0.0,,Orthorhombic,Mhk,https://www.mindat.org/min-52154.html
52156,Graftonite-(Ca),CaFe<sup>2+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>,51596,mineral,Brownish,5.0,5.0,,Monoclinic,Gft-Ca,https://www.mindat.org/min-52156.html
52158,Zoharite,"(Ba,K)<sub>6</sub>(Fe,Cu,Ni)<sub>25</sub>S<sub>27</sub>",42220,mineral,,0.0,0.0,,Isometric,Zoh,https://www.mindat.org/min-52158.html
52160,Graftonite-(Mn),MnFe<sup>2+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>,51596,mineral,Pinkish brown,5.0,5.0,,Monoclinic,Gft-Mn,https://www.mindat.org/min-52160.html
52162,Baumoite,Ba<sub>0.5</sub>[(UO<sub>2</sub>)<sub>3</sub>O<sub>8</sub>Mo<sub>2</sub>(OH)<sub>3</sub>](H<sub>2</sub>O)<sub>3</sub>,0,mineral,Yellow to orange yellow,2.5,2.5,,Monoclinic,Bam,https://www.mindat.org/min-52162.html
52164,Rüdlingerite,Mn<sup>2+</sup><sub>2</sub>V<sup>5+</sup>As<sup>5+</sup>O<sub>7</sub> &middot; 2H<sub>2</sub>O,0,mineral,light orange to light yellow orange; yellow,3.5,3.5,,Monoclinic,Rdg,https://www.mindat.org/min-52164.html
52166,Hongheite,"Ca<sub>19</sub>Fe<sup>2+</sup>Al<sub>4</sub>(Fe<sup>3+</sup>,Mg,Al)<sub>8</sub>(&#9723;,B)<sub>4</sub>BSi<sub>18</sub>O<sub>69</sub>(O,OH)<sub>9</sub>",32107,mineral,Dark green,6.0,7.0,,Tetragonal,Hgh,https://www.mindat.org/min-52166.html
52167,Beusite-(Ca),CaMn<sup>2+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>,51596,mineral,Pale-brown,5.0,5.0,,Monoclinic,Beu-Ca,https://www.mindat.org/min-52167.html
52168,Wildenauerite,Zn(Fe<sup>3+</sup><sub>0.5</sub>Mn<sup>2+</sup><sub>0.5</sub>)<sub>2</sub>Mn<sup>2+</sup>Fe<sup>3+</sup>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>(H<sub>2</sub>O)<sub>8</sub>,52597,mineral,Orange to red brown,0.0,0.0,,Orthorhombic,Wda,https://www.mindat.org/min-52168.html
52169,Novograblenovite,(NH<sub>4</sub>)MgCl<sub>3</sub> &middot; 6H<sub>2</sub>O,0,mineral,Colorless,1.0,2.0,,Monoclinic,Ngb,https://www.mindat.org/min-52169.html
52170,Tredouxite,NiSb<sub>2</sub>O<sub>6</sub>,52176,mineral,Light gray,3.0,3.0,,Tetragonal,Tdx,https://www.mindat.org/min-52170.html
52171,Stöfflerite,CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,0,mineral,Colorless,0.0,0.0,,Tetragonal,Sff,https://www.mindat.org/min-52171.html
52172,Magnesioleydetite,Mg(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>2</sub> &middot; 11H<sub>2</sub>O,0,mineral,Pale green–yellow,2.0,2.0,,Monoclinic,Mley,https://www.mindat.org/min-52172.html
52173,Hydroxykenopyrochlore,"(&#9723;,Ce,Ba)<sub>2</sub>(Nb,Ti)<sub>2</sub>O<sub>6</sub>(OH,F)",3316,mineral,lemon yellow to yellow,4.5,4.5,,Isometric,Hykpcl,https://www.mindat.org/min-52173.html
52174,Brandãoite,BeAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub> &middot; H<sub>2</sub>O,0,mineral,colorless,6.0,6.0,,Triclinic,Bdã,https://www.mindat.org/min-52174.html
52180,Meitnerite,(NH<sub>4</sub>)(UO<sub>2</sub>)(SO<sub>4</sub>)(OH) &middot; 2H<sub>2</sub>O,0,mineral,slightly greenish yellow,2.0,2.0,,Triclinic,Mne,https://www.mindat.org/min-52180.html
52182,Ammoniozippeite,(NH<sub>4</sub>)<sub>2</sub>[(UO<sub>2</sub>)<sub>2</sub>(SO<sub>4</sub>)O<sub>2</sub>] &middot; H<sub>2</sub>O,29201,mineral,Yellow to yellowish orange,2.5,2.5,,Orthorhombic,Azip,https://www.mindat.org/min-52182.html
52566,Clino-ferro-suenoite,,52565,mineral,pale greenish-yellow  to colorless,6.0,0.0,,Monoclinic,Cfsue,https://www.mindat.org/min-52566.html
52572,Silesiaite,Ca<sub>4</sub>Fe<sup>3+</sup><sub>2</sub>Sn<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(Si<sub>2</sub>O<sub>6</sub>OH)<sub>2</sub>,55753,mineral,Colourless to rarely greenish-grey,6.0,0.0,,Triclinic,Ssa,https://www.mindat.org/min-52572.html
52574,Marchettiite,C<sub>5</sub>H<sub>7</sub>N<sub>5</sub>O<sub>3</sub>,0,mineral,Pale pink to white,2.0,2.5,,Triclinic,Mht,https://www.mindat.org/min-52574.html
52576,Vestaite,(Ti<sup>4+</sup>Fe<sup>2+</sup>)Ti<sup>4+</sup><sub>3</sub>O<sub>9</sub>,0,mineral,,0.0,0.0,,Monoclinic,Vst,https://www.mindat.org/min-52576.html
52578,Hjalmarite,Na(NaMn)Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,53896,mineral,gray-white,5.0,5.5,,Monoclinic,Hja,https://www.mindat.org/min-52578.html
52580,Dekatriasartorite,TlPb<sub>58</sub>As<sub>97</sub>S<sub>204</sub>,39077,mineral,,0.0,0.0,,Monoclinic,Dsat,https://www.mindat.org/min-52580.html
52582,Oberthürite,Rh<sub>3</sub>Ni<sub>32</sub>S<sub>32</sub>,29321,mineral,,0.0,0.0,,Isometric,Obt,https://www.mindat.org/min-52582.html
52584,Hydroxynatropyrochlore,"(Na,Ca,Ce)<sub>2</sub>Nb<sub>2</sub>O<sub>6</sub>(OH)",3316,mineral,Pale-brown,5.0,5.0,,Isometric,Hnpcl,https://www.mindat.org/min-52584.html
52587,Manganflurlite,ZnMn<sup>2+</sup><sub>3</sub>Fe<sup>3+</sup>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>7</sub> &middot; 2H<sub>2</sub>O,0,mineral, orange brown,2.5,2.5,,Monoclinic,Mflu,https://www.mindat.org/min-52587.html
52589,Ammoniomathesiusite,(NH<sub>4</sub>)<sub>5</sub>(UO<sub>2</sub>)<sub>4</sub>(SO<sub>4</sub>)<sub>4</sub>(VO<sub>5</sub>) &middot; 4H<sub>2</sub>O,0,mineral,pale yellow to greenish-yellow,2.5,2.5,,Tetragonal,Amat,https://www.mindat.org/min-52589.html
52591,Janchevite,Pb<sub>7</sub>V<sup>5+</sup>(O<sub>8.5</sub>&#9723;<sub>0.5</sub>)Cl<sub>2</sub>,0,mineral,Orange-red,2.5,2.5,,Triclinic,Jan,https://www.mindat.org/min-52591.html
52593,Guite,Co<sup>2+</sup>Co<sup>3+</sup><sub>2</sub>O<sub>4</sub>,52933,mineral,Dark gray,6.0,6.5,,Isometric,Gui,https://www.mindat.org/min-52593.html
52595,Wuyanzhiite,Cu<sub>2</sub>S,0,mineral,,0.0,0.0,,Tetragonal,Wuy,https://www.mindat.org/min-52595.html
52654,Petersite-(La),Cu<sub>6</sub>La(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub> &middot; 3H<sub>2</sub>O,29312,mineral,yellowish green,3.0,3.0,,Hexagonal,Pts-La,https://www.mindat.org/min-52654.html
52678,Siudaite,Na<sub>8</sub>(Mn<sup>2+</sup><sub>2</sub>Na)Ca<sub>6</sub>Fe<sup>3+</sup><sub>3</sub>Zr<sub>3</sub>NbSi<sub>25</sub>O<sub>74</sub>(OH)<sub>2</sub>Cl &middot; 5H<sub>2</sub>O,11021,mineral,"Yellow, yellow-orange; cherry red (when oxidized)",4.5,0.0,,Trigonal,Siu,https://www.mindat.org/min-52678.html
52710,Pampaloite,AuSbTe,0,mineral,,4.0,5.0,,Monoclinic,Ppl,https://www.mindat.org/min-52710.html
52712,Paddlewheelite,MgCa<sub>5</sub>Cu<sub>2</sub>(UO<sub>2</sub>)<sub>4</sub>(CO<sub>3</sub>)<sub>12</sub>(H<sub>2</sub>O)<sub>33</sub>,0,mineral,Blue green ,2.0,2.0,,Monoclinic,Pdw,https://www.mindat.org/min-52712.html
52713,Tsygankoite,Mn<sub>8</sub>Tl<sub>8</sub>Hg<sub>2</sub>(Sb<sub>21</sub>Pb<sub>2</sub>Tl)S<sub>48</sub>,0,mineral,Black,0.0,0.0,,Monoclinic,Tsy,https://www.mindat.org/min-52713.html
52734,Ramazzoite,[Mg<sub>8</sub>Cu<sub>12</sub>(PO<sub>4</sub>)(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>24</sub>(H<sub>2</sub>O)<sub>20</sub>][(H<sub>0.33</sub>SO<sub>4</sub>)<sub>3</sub>(H<sub>2</sub>O)<sub>36</sub>],0,mineral,Blue to greenish-blue,2.5,2.5,,Isometric,Rmz,https://www.mindat.org/min-52734.html
52750,Thorasphite,Th<sub>2</sub>H(AsO<sub>4</sub>)<sub>2</sub>(PO<sub>4</sub>) &middot; 6H<sub>2</sub>O,0,mineral,brownish pink to salmon pink,0.0,0.0,,Orthorhombic,Tp,https://www.mindat.org/min-52750.html
52751,Strassmannite,Al(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>2</sub>F &middot; 16H<sub>2</sub>O,0,mineral,Light yellow–green,1.5,1.5,,Monoclinic,Sßm,https://www.mindat.org/min-52751.html
52753,Sbacchiite,Ca<sub>2</sub>AlF<sub>7</sub>,0,mineral,Colorless,0.0,0.0,,Orthorhombic,Scc,https://www.mindat.org/min-52753.html
52762,Dokuchaevite,Cu<sub>8</sub>O<sub>2</sub>(VO<sub>4</sub>)<sub>3</sub>Cl<sub>3</sub>,0,mineral, dark red,2.0,2.0,,Triclinic,Dok,https://www.mindat.org/min-52762.html
52807,Oyonite,Ag<sub>3</sub>Mn<sub>2</sub>Pb<sub>4</sub>Sb<sub>7</sub>As<sub>4</sub>S<sub>24</sub>,47733,mineral,Black,3.0,3.5,,Monoclinic,Oyo,https://www.mindat.org/min-52807.html
52841,Ammoniolasalite,[(NH<sub>4</sub>)<sub>2</sub>Mg<sub>2</sub>(H<sub>2</sub>O)<sub>20</sub>] &middot; [V<sub>10</sub>O<sub>28</sub>],55047,mineral,Bright orange to orange-yellow,1.0,1.0,,Monoclinic,Alas,https://www.mindat.org/min-52841.html
52850,Ferrierite-NH4,"(NH<sub>4</sub>,Mg<sub>0.5</sub>)<sub>5</sub>(Al<sub>5</sub>Si<sub>31</sub>O<sub>72</sub>) &middot; 22H<sub>2</sub>O",1492,mineral,White,0.0,0.0,,Orthorhombic,Frr-NH4,https://www.mindat.org/min-52850.html
52853,Nollmotzite,Mg[U<sup>5+</sup>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>O<sub>4</sub>F<sub>3</sub>] &middot; 4H<sub>2</sub>O,0,mineral,Deep-violet–brown,0.0,0.0,,Monoclinic,Nmz,https://www.mindat.org/min-52853.html
52860,Dellagiustaite,V<sup>2+</sup>Al<sub>2</sub>O<sub>4</sub>,52933,mineral,black,6.5,7.0,,Isometric,Dgt,https://www.mindat.org/min-52860.html
52876,Magnesiofluckite,CaMg(AsO<sub>3</sub>OH)<sub>2</sub>(H<sub>2</sub>O)<sub>2</sub>,0,mineral,Colorless,2.5,2.5,,Triclinic,Mfck,https://www.mindat.org/min-52876.html
52878,Lasnierite,"(Ca,Sr)(Mg,Fe<sup>2+</sup>)<sub>2</sub>Al(PO<sub>4</sub>)<sub>3</sub>",0,mineral,Slightly pale pinkish brown; colorless,0.0,0.0,,Orthorhombic,Lnr,https://www.mindat.org/min-52878.html
52880,Vandermeerscheite,K<sub>2</sub>[(UO<sub>2</sub>)<sub>2</sub>V<sub>2</sub>O<sub>8</sub>] &middot; 2H<sub>2</sub>O,0,mineral,Yellow,2.0,2.0,,Monoclinic,Vme,https://www.mindat.org/min-52880.html
52882,Khrenovite,Na<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,29266,mineral,"Honey-coloured, red-brown, orange-brown, yellow-brown",0.0,0.0,,Monoclinic,Khr,https://www.mindat.org/min-52882.html
52884,Chinchorroite,Na<sub>2</sub>Mg<sub>5</sub>(As<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)<sub>2</sub>(H<sub>2</sub>O)<sub>10</sub>,0,mineral,Colorless,2.5,2.5,,Triclinic,Cch,https://www.mindat.org/min-52884.html
52886,Rhabdoborite-(V),"Mg<sub>12</sub>(V<sup>5+</sup>,Mo<sup>6+</sup>,W<sup>6+</sup>)<sub>1.5</sub>O<sub>6</sub>{[BO<sub>3</sub>]<sub>6-x</sub>[(P,As)O<sub>4</sub>]<sub>x</sub>F<sub>2-x</sub>} (x < 1)",55730,mineral,"Light yellow, colorless, bright yellow",0.0,0.0,,Hexagonal,Rbo-V,https://www.mindat.org/min-52886.html
52888,Rhabdoborite-(W),"Mg<sub>12</sub>(W<sup>6+</sup>,V<sup>5+</sup>)<sub>1.5</sub>O<sub>6</sub>{[BO<sub>3</sub>]<sub>6-x</sub>[(P,As)O<sub>4</sub>]<sub>x</sub>F<sub>2-x</sub>} (x < 1)",55730,mineral,"Light yellow, beige",0.0,0.0,,Hexagonal,Rbo-W,https://www.mindat.org/min-52888.html
52890,Nöggerathite-(Ce),"(Ce,Ca)<sub>2</sub>Zr<sub>2</sub>(Nb,Ti)(Ti,Nb)<sub>2</sub>Fe<sup>2+</sup>O<sub>14</sub>",0,mineral,Dark brownish-red to dark brownish-black,5.5,5.5,,Orthorhombic,Nög-Ce,https://www.mindat.org/min-52890.html
52897,Pararaisaite,CuMg[Te<sup>6+</sup>O<sub>4</sub>(OH)<sub>2</sub>] &middot; 6H<sub>2</sub>O,0,mineral,deep blue,2.5,2.5,,Monoclinic,Prsa,https://www.mindat.org/min-52897.html
52899,Thalhammerite,Pd<sub>9</sub>Ag<sub>2</sub>Bi<sub>2</sub>S<sub>4</sub>,0,mineral,Light-yellow to yellowish-brown,0.0,0.0,,Tetragonal,Tha,https://www.mindat.org/min-52899.html
52901,Mitrofanovite,Pt<sub>3</sub>Te<sub>4</sub>,0,mineral,,0.0,0.0,,Trigonal,Mfv,https://www.mindat.org/min-52901.html
52903,Jahnsite-(MnMnZn),Mn<sup>2+</sup>Mn<sup>2+</sup>Zn<sub>2</sub>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub> &middot; 8H<sub>2</sub>O,53039,mineral, light golden brown,4.0,4.0,,Monoclinic,Jah-MnMnZn,https://www.mindat.org/min-52903.html
52905,Kaitianite,Ti<sup>3+</sup><sub>2</sub>Ti<sup>4+</sup>O<sub>5</sub>,0,mineral,,0.0,0.0,,Monoclinic,Ktn,https://www.mindat.org/min-52905.html
52907,Fiemmeite,Cu<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)(OH)<sub>2</sub> &middot; 2H<sub>2</sub>O,0,mineral,Sky blue,0.0,0.0,,Monoclinic,Fmm,https://www.mindat.org/min-52907.html
52908,Vaniniite,Ca<sub>2</sub>Mn<sup>2+</sup><sub>3</sub>Mn<sup>3+</sup><sub>2</sub>O<sub>2</sub>(AsO<sub>4</sub>)<sub>4</sub> &middot; 2H<sub>2</sub>O,0,mineral,,0.0,0.0,,Monoclinic,Vnn,https://www.mindat.org/min-52908.html
52909,Bodieite,Bi<sup>3+</sup><sub>2</sub>(Te<sup>4+</sup>O<sub>3</sub>)<sub>2</sub>(SO<sub>4</sub>),0,mineral,"Colorless, yellow, or green",2.0,2.0,,Monoclinic,Bod,https://www.mindat.org/min-52909.html
52910,Paraberzeliite,NaCaCaMg<sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,29266,mineral,"Brown (light to dark brown, sometimes with purple or red hue), green (pale greenish to yellow-green)",3.5,3.5,,Monoclinic,Pbzl,https://www.mindat.org/min-52910.html
52911,Belomarinaite,KNa(SO<sub>4</sub>),0,mineral,Pale blue to green,2.0,3.0,,Trigonal,Bmr,https://www.mindat.org/min-52911.html
52913,Uakitite,VN,52912,mineral,yellow,9.0,10.0,,Isometric,Uak,https://www.mindat.org/min-52913.html
52914,Ferrorockbridgeite,"(Fe<sup>2+</sup>,Mn<sup>2+</sup>)<sub>2</sub>Fe<sup>3+</sup><sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>(H<sub>2</sub>O)",39395,mineral,Dark green to black.,0.0,0.0,,Orthorhombic,Forck,https://www.mindat.org/min-52914.html
52915,Belogubite,CuZn(SO<sub>4</sub>)<sub>2</sub> &middot; 10H<sub>2</sub>O,29280,mineral,Blue,2.5,2.5,,Triclinic,Bgb,https://www.mindat.org/min-52915.html
52916,Dalnegorskite,Ca<sub>5</sub>Mn(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>,39542,mineral,"Beige, pinkish-white and milky-white",6.0,6.0,,Triclinic,Dng,https://www.mindat.org/min-52916.html
52917,Zubkovaite,Ca<sub>3</sub>Cu<sub>3</sub>(AsO<sub>4</sub>)<sub>4</sub>,0,mineral,"Bright sky-blue, turquoise or light bluish-green",3.0,3.0,,Monoclinic,Zub,https://www.mindat.org/min-52917.html
52918,Phoxite,(NH<sub>4</sub>)<sub>2</sub>Mg<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)(PO<sub>3</sub>OH)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>,0,mineral,colorless,2.5,2.5,,Monoclinic,Phx,https://www.mindat.org/min-52918.html
52919,Achyrophanite,"(K,Na)<sub>3</sub>(Fe<sup>3+</sup>,Ti,Al,Mg)<sub>5</sub>O<sub>2</sub>(AsO<sub>4</sub>)<sub>5</sub>",0,mineral,,0.0,0.0,,Orthorhombic,Aph,https://www.mindat.org/min-52919.html
52920,Koryakite,NaKMg<sub>2</sub>Al<sub>2</sub>(SO<sub>4</sub>)<sub>6</sub>,0,mineral,Colorless,2.0,3.0,,Trigonal,Kyk,https://www.mindat.org/min-52920.html
52922,Aleutite,[Cu<sub>5</sub>O<sub>2</sub>](AsO<sub>4</sub>)(VO<sub>4</sub>) &middot; (Cu<sub>0.5</sub>&#9723;<sub>0.5</sub>)Cl,0,mineral,Dark red,0.0,0.0,,Monoclinic,Aeu,https://www.mindat.org/min-52922.html
52923,Majzlanite,K<sub>2</sub>Na(ZnNa)Ca(SO<sub>4</sub>)<sub>4</sub>,0,mineral,Grey with a bluish tint,2.0,3.0,,Monoclinic,Mjz,https://www.mindat.org/min-52923.html
